,Year,ZIP_Code,Geography_Type,Strata,Strata_Name,Cause,Cause_Desc,ICD_Revision,Count,Annotation_Code,Annotation_Desc,Data_Revision_Date
2209252,1994,93737,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-9,0.0,,,12/06/2022
2209264,1994,93740,Residence,Total Population,Total Population,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209265,1994,93740,Residence,Age,Under 1 year,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209266,1994,93740,Residence,Age,1-4 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209267,1994,93740,Residence,Age,5-14 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209268,1994,93740,Residence,Age,15-24 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209269,1994,93740,Residence,Age,25-34 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209270,1994,93740,Residence,Age,35-44 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209271,1994,93740,Residence,Age,45-54 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209272,1994,93740,Residence,Age,55-64 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209273,1994,93740,Residence,Age,65-74 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209274,1994,93740,Residence,Age,75-84 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209275,1994,93740,Residence,Age,85 years and over,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209276,1994,93740,Residence,Gender,Female,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209277,1994,93740,Residence,Gender,Male,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209280,1994,93740,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-9,0.0,,,12/06/2022
2209292,1994,93741,Residence,Total Population,Total Population,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209293,1994,93741,Residence,Age,Under 1 year,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209294,1994,93741,Residence,Age,1-4 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209295,1994,93741,Residence,Age,5-14 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209296,1994,93741,Residence,Age,15-24 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209297,1994,93741,Residence,Age,25-34 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209298,1994,93741,Residence,Age,35-44 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209299,1994,93741,Residence,Age,45-54 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209300,1994,93741,Residence,Age,55-64 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209301,1994,93741,Residence,Age,65-74 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209302,1994,93741,Residence,Age,75-84 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209303,1994,93741,Residence,Age,85 years and over,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209304,1994,93741,Residence,Gender,Female,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209305,1994,93741,Residence,Gender,Male,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209308,1994,93741,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-9,0.0,,,12/06/2022
2209320,1994,93744,Residence,Total Population,Total Population,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209321,1994,93744,Residence,Age,Under 1 year,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209322,1994,93744,Residence,Age,1-4 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209323,1994,93744,Residence,Age,5-14 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209324,1994,93744,Residence,Age,15-24 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209325,1994,93744,Residence,Age,25-34 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209326,1994,93744,Residence,Age,35-44 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209327,1994,93744,Residence,Age,45-54 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209328,1994,93744,Residence,Age,55-64 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209329,1994,93744,Residence,Age,65-74 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209330,1994,93744,Residence,Age,75-84 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209331,1994,93744,Residence,Age,85 years and over,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209332,1994,93744,Residence,Gender,Female,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209333,1994,93744,Residence,Gender,Male,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209336,1994,93744,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-9,0.0,,,12/06/2022
2209348,1994,93745,Residence,Total Population,Total Population,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209349,1994,93745,Residence,Age,Under 1 year,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209350,1994,93745,Residence,Age,1-4 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209351,1994,93745,Residence,Age,5-14 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209352,1994,93745,Residence,Age,15-24 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209353,1994,93745,Residence,Age,25-34 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209354,1994,93745,Residence,Age,35-44 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209355,1994,93745,Residence,Age,45-54 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209356,1994,93745,Residence,Age,55-64 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209357,1994,93745,Residence,Age,65-74 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209358,1994,93745,Residence,Age,75-84 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209359,1994,93745,Residence,Age,85 years and over,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209360,1994,93745,Residence,Gender,Female,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209361,1994,93745,Residence,Gender,Male,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209364,1994,93745,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-9,0.0,,,12/06/2022
2209376,1994,93747,Residence,Total Population,Total Population,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209377,1994,93747,Residence,Age,Under 1 year,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209378,1994,93747,Residence,Age,1-4 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209379,1994,93747,Residence,Age,5-14 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209380,1994,93747,Residence,Age,15-24 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209381,1994,93747,Residence,Age,25-34 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209382,1994,93747,Residence,Age,35-44 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209383,1994,93747,Residence,Age,45-54 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209384,1994,93747,Residence,Age,55-64 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209385,1994,93747,Residence,Age,65-74 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209386,1994,93747,Residence,Age,75-84 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209387,1994,93747,Residence,Age,85 years and over,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209388,1994,93747,Residence,Gender,Female,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209389,1994,93747,Residence,Gender,Male,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209392,1994,93747,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-9,0.0,,,12/06/2022
2209404,1994,93750,Residence,Total Population,Total Population,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209405,1994,93750,Residence,Age,Under 1 year,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209406,1994,93750,Residence,Age,1-4 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209407,1994,93750,Residence,Age,5-14 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209408,1994,93750,Residence,Age,15-24 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209409,1994,93750,Residence,Age,25-34 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209410,1994,93750,Residence,Age,35-44 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209411,1994,93750,Residence,Age,45-54 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209412,1994,93750,Residence,Age,55-64 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209413,1994,93750,Residence,Age,65-74 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209414,1994,93750,Residence,Age,75-84 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209415,1994,93750,Residence,Age,85 years and over,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209416,1994,93750,Residence,Gender,Female,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209417,1994,93750,Residence,Gender,Male,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209420,1994,93750,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-9,0.0,,,12/06/2022
2209432,1994,93755,Residence,Total Population,Total Population,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209433,1994,93755,Residence,Age,Under 1 year,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209434,1994,93755,Residence,Age,1-4 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209435,1994,93755,Residence,Age,5-14 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209436,1994,93755,Residence,Age,15-24 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209437,1994,93755,Residence,Age,25-34 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209438,1994,93755,Residence,Age,35-44 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209439,1994,93755,Residence,Age,45-54 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209440,1994,93755,Residence,Age,55-64 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209441,1994,93755,Residence,Age,65-74 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209442,1994,93755,Residence,Age,75-84 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209443,1994,93755,Residence,Age,85 years and over,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209444,1994,93755,Residence,Gender,Female,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209445,1994,93755,Residence,Gender,Male,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209448,1994,93755,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-9,0.0,,,12/06/2022
2209460,1994,93760,Residence,Total Population,Total Population,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209461,1994,93760,Residence,Age,Under 1 year,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209462,1994,93760,Residence,Age,1-4 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209463,1994,93760,Residence,Age,5-14 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209464,1994,93760,Residence,Age,15-24 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209465,1994,93760,Residence,Age,25-34 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209466,1994,93760,Residence,Age,35-44 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209467,1994,93760,Residence,Age,45-54 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209468,1994,93760,Residence,Age,55-64 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209469,1994,93760,Residence,Age,65-74 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209470,1994,93760,Residence,Age,75-84 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209471,1994,93760,Residence,Age,85 years and over,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209472,1994,93760,Residence,Gender,Female,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209473,1994,93760,Residence,Gender,Male,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209476,1994,93760,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-9,0.0,,,12/06/2022
2209488,1994,93761,Residence,Total Population,Total Population,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209489,1994,93761,Residence,Age,Under 1 year,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209490,1994,93761,Residence,Age,1-4 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209491,1994,93761,Residence,Age,5-14 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209492,1994,93761,Residence,Age,15-24 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209493,1994,93761,Residence,Age,25-34 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209494,1994,93761,Residence,Age,35-44 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209495,1994,93761,Residence,Age,45-54 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209496,1994,93761,Residence,Age,55-64 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209497,1994,93761,Residence,Age,65-74 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209498,1994,93761,Residence,Age,75-84 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209499,1994,93761,Residence,Age,85 years and over,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209500,1994,93761,Residence,Gender,Female,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209501,1994,93761,Residence,Gender,Male,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209504,1994,93761,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-9,0.0,,,12/06/2022
2209516,1994,93764,Residence,Total Population,Total Population,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209517,1994,93764,Residence,Age,Under 1 year,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209518,1994,93764,Residence,Age,1-4 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209519,1994,93764,Residence,Age,5-14 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209520,1994,93764,Residence,Age,15-24 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209521,1994,93764,Residence,Age,25-34 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209522,1994,93764,Residence,Age,35-44 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209523,1994,93764,Residence,Age,45-54 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209524,1994,93764,Residence,Age,55-64 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209525,1994,93764,Residence,Age,65-74 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209526,1994,93764,Residence,Age,75-84 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209527,1994,93764,Residence,Age,85 years and over,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209528,1994,93764,Residence,Gender,Female,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209529,1994,93764,Residence,Gender,Male,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209532,1994,93764,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-9,0.0,,,12/06/2022
2209544,1994,93765,Residence,Total Population,Total Population,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209545,1994,93765,Residence,Age,Under 1 year,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209546,1994,93765,Residence,Age,1-4 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209547,1994,93765,Residence,Age,5-14 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209548,1994,93765,Residence,Age,15-24 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209549,1994,93765,Residence,Age,25-34 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209550,1994,93765,Residence,Age,35-44 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209551,1994,93765,Residence,Age,45-54 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209552,1994,93765,Residence,Age,55-64 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209553,1994,93765,Residence,Age,65-74 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209554,1994,93765,Residence,Age,75-84 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209555,1994,93765,Residence,Age,85 years and over,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209556,1994,93765,Residence,Gender,Female,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209557,1994,93765,Residence,Gender,Male,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209560,1994,93765,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-9,0.0,,,12/06/2022
2209572,1994,93771,Residence,Total Population,Total Population,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209573,1994,93771,Residence,Age,Under 1 year,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209574,1994,93771,Residence,Age,1-4 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209575,1994,93771,Residence,Age,5-14 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209576,1994,93771,Residence,Age,15-24 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209577,1994,93771,Residence,Age,25-34 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209578,1994,93771,Residence,Age,35-44 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209579,1994,93771,Residence,Age,45-54 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209580,1994,93771,Residence,Age,55-64 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209581,1994,93771,Residence,Age,65-74 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209582,1994,93771,Residence,Age,75-84 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209583,1994,93771,Residence,Age,85 years and over,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209584,1994,93771,Residence,Gender,Female,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209585,1994,93771,Residence,Gender,Male,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209588,1994,93771,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-9,0.0,,,12/06/2022
2209600,1994,93772,Residence,Total Population,Total Population,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209601,1994,93772,Residence,Age,Under 1 year,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209602,1994,93772,Residence,Age,1-4 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209603,1994,93772,Residence,Age,5-14 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209604,1994,93772,Residence,Age,15-24 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209605,1994,93772,Residence,Age,25-34 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209606,1994,93772,Residence,Age,35-44 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209607,1994,93772,Residence,Age,45-54 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209608,1994,93772,Residence,Age,55-64 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209609,1994,93772,Residence,Age,65-74 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209610,1994,93772,Residence,Age,75-84 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209611,1994,93772,Residence,Age,85 years and over,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209612,1994,93772,Residence,Gender,Female,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209613,1994,93772,Residence,Gender,Male,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209616,1994,93772,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-9,0.0,,,12/06/2022
2209628,1994,93773,Residence,Total Population,Total Population,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209629,1994,93773,Residence,Age,Under 1 year,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209630,1994,93773,Residence,Age,1-4 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209631,1994,93773,Residence,Age,5-14 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209632,1994,93773,Residence,Age,15-24 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209633,1994,93773,Residence,Age,25-34 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209634,1994,93773,Residence,Age,35-44 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209635,1994,93773,Residence,Age,45-54 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209636,1994,93773,Residence,Age,55-64 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209637,1994,93773,Residence,Age,65-74 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209638,1994,93773,Residence,Age,75-84 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209639,1994,93773,Residence,Age,85 years and over,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209640,1994,93773,Residence,Gender,Female,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209641,1994,93773,Residence,Gender,Male,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209644,1994,93773,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-9,0.0,,,12/06/2022
2209656,1994,93774,Residence,Total Population,Total Population,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209657,1994,93774,Residence,Age,Under 1 year,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209658,1994,93774,Residence,Age,1-4 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209659,1994,93774,Residence,Age,5-14 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209660,1994,93774,Residence,Age,15-24 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209661,1994,93774,Residence,Age,25-34 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209662,1994,93774,Residence,Age,35-44 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209663,1994,93774,Residence,Age,45-54 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209664,1994,93774,Residence,Age,55-64 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209665,1994,93774,Residence,Age,65-74 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209666,1994,93774,Residence,Age,75-84 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209667,1994,93774,Residence,Age,85 years and over,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209668,1994,93774,Residence,Gender,Female,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209669,1994,93774,Residence,Gender,Male,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209672,1994,93774,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-9,0.0,,,12/06/2022
2209684,1994,93775,Residence,Total Population,Total Population,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209685,1994,93775,Residence,Age,Under 1 year,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209686,1994,93775,Residence,Age,1-4 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209687,1994,93775,Residence,Age,5-14 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209688,1994,93775,Residence,Age,15-24 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209689,1994,93775,Residence,Age,25-34 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209690,1994,93775,Residence,Age,35-44 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209691,1994,93775,Residence,Age,45-54 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209692,1994,93775,Residence,Age,55-64 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209693,1994,93775,Residence,Age,65-74 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209694,1994,93775,Residence,Age,75-84 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209695,1994,93775,Residence,Age,85 years and over,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209696,1994,93775,Residence,Gender,Female,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209697,1994,93775,Residence,Gender,Male,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209700,1994,93775,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-9,0.0,,,12/06/2022
2209712,1994,93776,Residence,Total Population,Total Population,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209713,1994,93776,Residence,Age,Under 1 year,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209714,1994,93776,Residence,Age,1-4 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209715,1994,93776,Residence,Age,5-14 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209716,1994,93776,Residence,Age,15-24 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209717,1994,93776,Residence,Age,25-34 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209718,1994,93776,Residence,Age,35-44 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209719,1994,93776,Residence,Age,45-54 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209720,1994,93776,Residence,Age,55-64 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209721,1994,93776,Residence,Age,65-74 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209722,1994,93776,Residence,Age,75-84 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209723,1994,93776,Residence,Age,85 years and over,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209724,1994,93776,Residence,Gender,Female,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209725,1994,93776,Residence,Gender,Male,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209728,1994,93776,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-9,0.0,,,12/06/2022
2209740,1994,93777,Residence,Total Population,Total Population,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209741,1994,93777,Residence,Age,Under 1 year,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209742,1994,93777,Residence,Age,1-4 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209743,1994,93777,Residence,Age,5-14 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209744,1994,93777,Residence,Age,15-24 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209745,1994,93777,Residence,Age,25-34 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209746,1994,93777,Residence,Age,35-44 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209747,1994,93777,Residence,Age,45-54 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209748,1994,93777,Residence,Age,55-64 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
